module_index,module_key,level,mips_ra_runtime,callsite_runtime,owner_runtime,family_id,default_policy,note
5,LEVEL_05,Dreamtime,0x09148268,0x09148260,0x091481F4,WF-005,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
5,LEVEL_05,Dreamtime,0x091482C0,0x091482B8,0x09148284,WF-018,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
5,LEVEL_05,Dreamtime,0x091482DC,0x091482D4,0x09148284,WF-018,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
5,LEVEL_05,Dreamtime,0x09148520,0x09148518,0x091484DC,WF-013,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
5,LEVEL_05,Dreamtime,0x09148544,0x0914853C,0x091484DC,WF-013,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
5,LEVEL_05,Dreamtime,0x091486C0,0x091486B8,0x091485D8,WF-020,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
5,LEVEL_05,Dreamtime,0x091486E0,0x091486D8,0x091485D8,WF-020,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
5,LEVEL_05,Dreamtime,0x09162668,0x09162660,0x09162570,WF-017,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
5,LEVEL_05,Dreamtime,0x0916268C,0x09162684,0x09162570,WF-017,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
5,LEVEL_05,Dreamtime,0x091626B0,0x091626A8,0x09162570,WF-017,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
5,LEVEL_05,Dreamtime,0x09163684,0x0916367C,0x0916362C,WF-022,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
5,LEVEL_05,Dreamtime,0x09181C40,0x09181C38,0x091819D8,WF-002,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
5,LEVEL_05,Dreamtime,0x0918231C,0x09182314,0x09181D70,WF-001,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
5,LEVEL_05,Dreamtime,0x09182350,0x09182348,0x09181D70,WF-001,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
5,LEVEL_05,Dreamtime,0x091824CC,0x091824C4,0x09181D70,WF-001,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
5,LEVEL_05,Dreamtime,0x0918616C,0x09186164,0x09185888,WF-003,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
5,LEVEL_05,Dreamtime,0x0918DCE0,0x0918DCD8,0x0918DC78,WF-004,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
5,LEVEL_05,Dreamtime,0x092411EC,0x092411E4,0x0924117C,WF-008,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
5,LEVEL_05,Dreamtime,0x0924120C,0x09241204,0x0924117C,WF-008,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
5,LEVEL_05,Dreamtime,0x0924146C,0x09241464,0x09241398,WF-009,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
5,LEVEL_05,Dreamtime,0x0924148C,0x09241484,0x09241398,WF-009,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
5,LEVEL_05,Dreamtime,0x092416BC,0x092416B4,0x09241660,WF-007,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
5,LEVEL_05,Dreamtime,0x0924173C,0x09241734,0x09241660,WF-007,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
5,LEVEL_05,Dreamtime,0x09241764,0x0924175C,0x09241660,WF-007,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
5,LEVEL_05,Dreamtime,0x09244148,0x09244140,0x0924402C,WF-010,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
5,LEVEL_05,Dreamtime,0x09244208,0x09244200,0x0924402C,WF-010,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
5,LEVEL_05,Dreamtime,0x0926D5F8,0x0926D5F0,0x0926D5A4,WF-050,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
5,LEVEL_05,Dreamtime,0x0927D098,0x0927D090,0x0927D054,WF-048,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
5,LEVEL_05,Dreamtime,0x0927DBFC,0x0927DBF4,0x0927DA14,WF-056,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
5,LEVEL_05,Dreamtime,0x092958B0,0x092958A8,0x0929584C,WF-006,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
5,LEVEL_05,Dreamtime,0x092A04B0,0x092A04A8,0x092A039C,WF-027,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
5,LEVEL_05,Dreamtime,0x092A04CC,0x092A04C4,0x092A039C,WF-027,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
5,LEVEL_05,Dreamtime,0x092A07B4,0x092A07AC,0x092A039C,WF-027,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
5,LEVEL_05,Dreamtime,0x092A07D8,0x092A07D0,0x092A039C,WF-027,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
5,LEVEL_05,Dreamtime,0x092A08A4,0x092A089C,0x092A039C,WF-027,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
5,LEVEL_05,Dreamtime,0x092B960C,0x092B9604,0x092B954C,WF-012,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
5,LEVEL_05,Dreamtime,0x092B9CF8,0x092B9CF0,0x092B9CA0,WF-011,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
5,LEVEL_05,Dreamtime,0x092B9D14,0x092B9D0C,0x092B9CA0,WF-011,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
6,LEVEL_06,Medical Outpost Omega,0x09148098,0x09148090,0x0914805C,WF-005,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
6,LEVEL_06,Medical Outpost Omega,0x091480B4,0x091480AC,0x0914805C,WF-005,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
6,LEVEL_06,Medical Outpost Omega,0x091480D0,0x091480C8,0x0914805C,WF-005,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
6,LEVEL_06,Medical Outpost Omega,0x09148314,0x0914830C,0x091482D0,WF-013,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
6,LEVEL_06,Medical Outpost Omega,0x09148338,0x09148330,0x091482D0,WF-013,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
6,LEVEL_06,Medical Outpost Omega,0x0916147C,0x09161474,0x09161388,WF-014,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
6,LEVEL_06,Medical Outpost Omega,0x091614A0,0x09161498,0x09161388,WF-014,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
6,LEVEL_06,Medical Outpost Omega,0x091614C4,0x091614BC,0x09161388,WF-014,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
6,LEVEL_06,Medical Outpost Omega,0x09180D9C,0x09180D94,0x09180B34,WF-002,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
6,LEVEL_06,Medical Outpost Omega,0x09181478,0x09181470,0x09180ECC,WF-001,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
6,LEVEL_06,Medical Outpost Omega,0x091814AC,0x091814A4,0x09180ECC,WF-001,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
6,LEVEL_06,Medical Outpost Omega,0x09181628,0x09181620,0x09180ECC,WF-001,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
6,LEVEL_06,Medical Outpost Omega,0x09185750,0x09185748,0x09184E6C,WF-003,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
6,LEVEL_06,Medical Outpost Omega,0x0918D2C4,0x0918D2BC,0x0918D25C,WF-004,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
6,LEVEL_06,Medical Outpost Omega,0x0923CA68,0x0923CA60,0x0923C9F8,WF-008,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
6,LEVEL_06,Medical Outpost Omega,0x0923CA88,0x0923CA80,0x0923C9F8,WF-008,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
6,LEVEL_06,Medical Outpost Omega,0x0923CCE8,0x0923CCE0,0x0923CC14,WF-009,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
6,LEVEL_06,Medical Outpost Omega,0x0923CD08,0x0923CD00,0x0923CC14,WF-009,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
6,LEVEL_06,Medical Outpost Omega,0x0923CF38,0x0923CF30,0x0923CEDC,WF-007,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
6,LEVEL_06,Medical Outpost Omega,0x0923CFB8,0x0923CFB0,0x0923CEDC,WF-007,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
6,LEVEL_06,Medical Outpost Omega,0x0923CFE0,0x0923CFD8,0x0923CEDC,WF-007,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
6,LEVEL_06,Medical Outpost Omega,0x0923F9C4,0x0923F9BC,0x0923F8A8,WF-010,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
6,LEVEL_06,Medical Outpost Omega,0x0923FA84,0x0923FA7C,0x0923F8A8,WF-010,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
6,LEVEL_06,Medical Outpost Omega,0x092734D4,0x092734CC,0x092731BC,WF-016,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
6,LEVEL_06,Medical Outpost Omega,0x09273778,0x09273770,0x092731BC,WF-016,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
6,LEVEL_06,Medical Outpost Omega,0x092825C4,0x092825BC,0x09282488,WF-034,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
6,LEVEL_06,Medical Outpost Omega,0x092825E0,0x092825D8,0x09282488,WF-034,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
6,LEVEL_06,Medical Outpost Omega,0x092825FC,0x092825F4,0x09282488,WF-034,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
6,LEVEL_06,Medical Outpost Omega,0x09282618,0x09282610,0x09282488,WF-034,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
6,LEVEL_06,Medical Outpost Omega,0x09291FCC,0x09291FC4,0x09291F68,WF-006,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
6,LEVEL_06,Medical Outpost Omega,0x092B9548,0x092B9540,0x092B9488,WF-012,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
6,LEVEL_06,Medical Outpost Omega,0x092B9C34,0x092B9C2C,0x092B9BDC,WF-011,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
6,LEVEL_06,Medical Outpost Omega,0x092B9C50,0x092B9C48,0x092B9BDC,WF-011,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
7,LEVEL_07,Challax,0x09148230,0x09148228,0x091481F4,WF-005,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
7,LEVEL_07,Challax,0x0914824C,0x09148244,0x091481F4,WF-005,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
7,LEVEL_07,Challax,0x09148268,0x09148260,0x091481F4,WF-005,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
7,LEVEL_07,Challax,0x091482C0,0x091482B8,0x09148284,WF-018,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
7,LEVEL_07,Challax,0x091482DC,0x091482D4,0x09148284,WF-018,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
7,LEVEL_07,Challax,0x09148520,0x09148518,0x091484DC,WF-013,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
7,LEVEL_07,Challax,0x09148544,0x0914853C,0x091484DC,WF-013,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
7,LEVEL_07,Challax,0x091486C0,0x091486B8,0x091485D8,WF-020,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
7,LEVEL_07,Challax,0x091486E0,0x091486D8,0x091485D8,WF-020,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
7,LEVEL_07,Challax,0x0914ACC0,0x0914ACB8,0x0914AA1C,WF-015,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
7,LEVEL_07,Challax,0x091629DC,0x091629D4,0x091628E8,WF-014,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
7,LEVEL_07,Challax,0x09162A00,0x091629F8,0x091628E8,WF-014,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
7,LEVEL_07,Challax,0x09162A24,0x09162A1C,0x091628E8,WF-014,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
7,LEVEL_07,Challax,0x09164A40,0x09164A38,0x09164948,WF-017,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
7,LEVEL_07,Challax,0x09164A64,0x09164A5C,0x09164948,WF-017,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
7,LEVEL_07,Challax,0x09164A88,0x09164A80,0x09164948,WF-017,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
7,LEVEL_07,Challax,0x09165A5C,0x09165A54,0x09165A04,WF-022,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
7,LEVEL_07,Challax,0x09184460,0x09184458,0x091841F8,WF-002,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
7,LEVEL_07,Challax,0x09184B3C,0x09184B34,0x09184590,WF-001,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
7,LEVEL_07,Challax,0x09184B70,0x09184B68,0x09184590,WF-001,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
7,LEVEL_07,Challax,0x09184CEC,0x09184CE4,0x09184590,WF-001,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
7,LEVEL_07,Challax,0x09188E14,0x09188E0C,0x09188530,WF-003,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
7,LEVEL_07,Challax,0x091909A4,0x0919099C,0x0919093C,WF-004,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
7,LEVEL_07,Challax,0x09246FB8,0x09246FB0,0x09246F48,WF-008,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
7,LEVEL_07,Challax,0x09246FD8,0x09246FD0,0x09246F48,WF-008,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
7,LEVEL_07,Challax,0x09247238,0x09247230,0x09247164,WF-009,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
7,LEVEL_07,Challax,0x09247258,0x09247250,0x09247164,WF-009,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
7,LEVEL_07,Challax,0x09247488,0x09247480,0x0924742C,WF-007,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
7,LEVEL_07,Challax,0x09247508,0x09247500,0x0924742C,WF-007,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
7,LEVEL_07,Challax,0x09247530,0x09247528,0x0924742C,WF-007,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
7,LEVEL_07,Challax,0x09249F14,0x09249F0C,0x09249DF8,WF-010,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
7,LEVEL_07,Challax,0x09249FD4,0x09249FCC,0x09249DF8,WF-010,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
7,LEVEL_07,Challax,0x0926A094,0x0926A08C,0x09269FC0,WF-045,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
7,LEVEL_07,Challax,0x0926A8DC,0x0926A8D4,0x0926A81C,WF-042,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
7,LEVEL_07,Challax,0x0926B14C,0x0926B144,0x0926AEE8,WF-039,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
7,LEVEL_07,Challax,0x0926B758,0x0926B750,0x0926AEE8,WF-039,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
7,LEVEL_07,Challax,0x092893E0,0x092893D8,0x092890C8,WF-016,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
7,LEVEL_07,Challax,0x09289684,0x0928967C,0x092890C8,WF-016,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
7,LEVEL_07,Challax,0x092982E4,0x092982DC,0x092977E8,WF-052,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
7,LEVEL_07,Challax,0x0929AD58,0x0929AD50,0x0929ABB4,WF-049,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
7,LEVEL_07,Challax,0x092A9994,0x092A998C,0x092A9930,WF-006,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
7,LEVEL_07,Challax,0x092CCCE4,0x092CCCDC,0x092CCBCC,WF-019,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
7,LEVEL_07,Challax,0x092CCF64,0x092CCF5C,0x092CCBCC,WF-019,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
7,LEVEL_07,Challax,0x092D5500,0x092D54F8,0x092D5440,WF-012,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
7,LEVEL_07,Challax,0x092D5BEC,0x092D5BE4,0x092D5B94,WF-011,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
7,LEVEL_07,Challax,0x092D5C08,0x092D5C00,0x092D5B94,WF-011,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
8,LEVEL_08,Dayni Moon,0x0914828C,0x09148284,0x09148250,WF-005,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
8,LEVEL_08,Dayni Moon,0x091482A8,0x091482A0,0x09148250,WF-005,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
8,LEVEL_08,Dayni Moon,0x091482C4,0x091482BC,0x09148250,WF-005,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
8,LEVEL_08,Dayni Moon,0x0914831C,0x09148314,0x091482E0,WF-018,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
8,LEVEL_08,Dayni Moon,0x09148338,0x09148330,0x091482E0,WF-018,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
8,LEVEL_08,Dayni Moon,0x0914857C,0x09148574,0x09148538,WF-013,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
8,LEVEL_08,Dayni Moon,0x091485A0,0x09148598,0x09148538,WF-013,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
8,LEVEL_08,Dayni Moon,0x0914871C,0x09148714,0x09148634,WF-020,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
8,LEVEL_08,Dayni Moon,0x0914873C,0x09148734,0x09148634,WF-020,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
8,LEVEL_08,Dayni Moon,0x0914B0DC,0x0914B0D4,0x0914AE38,WF-015,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
8,LEVEL_08,Dayni Moon,0x09163120,0x09163118,0x0916302C,WF-014,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
8,LEVEL_08,Dayni Moon,0x09163144,0x0916313C,0x0916302C,WF-014,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
8,LEVEL_08,Dayni Moon,0x09163168,0x09163160,0x0916302C,WF-014,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
8,LEVEL_08,Dayni Moon,0x09163788,0x09163780,0x09163744,WF-021,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
8,LEVEL_08,Dayni Moon,0x091659AC,0x091659A4,0x091658B4,WF-017,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
8,LEVEL_08,Dayni Moon,0x091659D0,0x091659C8,0x091658B4,WF-017,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
8,LEVEL_08,Dayni Moon,0x091659F4,0x091659EC,0x091658B4,WF-017,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
8,LEVEL_08,Dayni Moon,0x091669C8,0x091669C0,0x09166970,WF-022,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
8,LEVEL_08,Dayni Moon,0x091686D0,0x091686C8,0x09168698,WF-029,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
8,LEVEL_08,Dayni Moon,0x0916A830,0x0916A828,0x0916A7BC,WF-023,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
8,LEVEL_08,Dayni Moon,0x0916A9C8,0x0916A9C0,0x0916A7BC,WF-023,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
8,LEVEL_08,Dayni Moon,0x09188F20,0x09188F18,0x09188CB8,WF-002,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
8,LEVEL_08,Dayni Moon,0x091895FC,0x091895F4,0x09189050,WF-001,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
8,LEVEL_08,Dayni Moon,0x09189630,0x09189628,0x09189050,WF-001,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
8,LEVEL_08,Dayni Moon,0x091897AC,0x091897A4,0x09189050,WF-001,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
8,LEVEL_08,Dayni Moon,0x0918D8D4,0x0918D8CC,0x0918CFF0,WF-003,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
8,LEVEL_08,Dayni Moon,0x09195448,0x09195440,0x091953E0,WF-004,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
8,LEVEL_08,Dayni Moon,0x091E4CF0,0x091E4CE8,0x091E4C58,WF-028,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
8,LEVEL_08,Dayni Moon,0x091E4D14,0x091E4D0C,0x091E4C58,WF-028,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
8,LEVEL_08,Dayni Moon,0x092513C0,0x092513B8,0x09251350,WF-008,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
8,LEVEL_08,Dayni Moon,0x092513E0,0x092513D8,0x09251350,WF-008,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
8,LEVEL_08,Dayni Moon,0x09251640,0x09251638,0x0925156C,WF-009,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
8,LEVEL_08,Dayni Moon,0x09251660,0x09251658,0x0925156C,WF-009,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
8,LEVEL_08,Dayni Moon,0x09251890,0x09251888,0x09251834,WF-007,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
8,LEVEL_08,Dayni Moon,0x09251910,0x09251908,0x09251834,WF-007,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
8,LEVEL_08,Dayni Moon,0x09251938,0x09251930,0x09251834,WF-007,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
8,LEVEL_08,Dayni Moon,0x0925431C,0x09254314,0x09254200,WF-010,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
8,LEVEL_08,Dayni Moon,0x092543DC,0x092543D4,0x09254200,WF-010,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
8,LEVEL_08,Dayni Moon,0x09269084,0x0926907C,0x09268F20,WF-026,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
8,LEVEL_08,Dayni Moon,0x09269480,0x09269478,0x09269308,WF-025,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
8,LEVEL_08,Dayni Moon,0x092A7544,0x092A753C,0x092A7468,WF-041,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
8,LEVEL_08,Dayni Moon,0x092A776C,0x092A7764,0x092A7468,WF-041,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
8,LEVEL_08,Dayni Moon,0x092AB594,0x092AB58C,0x092AB448,WF-038,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
8,LEVEL_08,Dayni Moon,0x092AB618,0x092AB610,0x092AB448,WF-038,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
8,LEVEL_08,Dayni Moon,0x092ACE80,0x092ACE78,0x092ACE14,WF-054,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
8,LEVEL_08,Dayni Moon,0x092AD52C,0x092AD524,0x092AD464,WF-040,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
8,LEVEL_08,Dayni Moon,0x092AD65C,0x092AD654,0x092AD464,WF-040,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
8,LEVEL_08,Dayni Moon,0x092ADA7C,0x092ADA74,0x092AD7D0,WF-035,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
8,LEVEL_08,Dayni Moon,0x092ADA9C,0x092ADA94,0x092AD7D0,WF-035,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
8,LEVEL_08,Dayni Moon,0x092ADB84,0x092ADB7C,0x092AD7D0,WF-035,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
8,LEVEL_08,Dayni Moon,0x092ADBF4,0x092ADBEC,0x092AD7D0,WF-035,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
8,LEVEL_08,Dayni Moon,0x092C5E78,0x092C5E70,0x092C5E14,WF-006,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
8,LEVEL_08,Dayni Moon,0x092ED750,0x092ED748,0x092ED638,WF-019,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
8,LEVEL_08,Dayni Moon,0x092ED9D0,0x092ED9C8,0x092ED638,WF-019,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
8,LEVEL_08,Dayni Moon,0x092FEB98,0x092FEB90,0x092FEAD8,WF-012,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
8,LEVEL_08,Dayni Moon,0x092FF284,0x092FF27C,0x092FF22C,WF-011,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
8,LEVEL_08,Dayni Moon,0x092FF2A0,0x092FF298,0x092FF22C,WF-011,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
9,LEVEL_09,Inside Clank,0x09148230,0x09148228,0x091481F4,WF-005,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
9,LEVEL_09,Inside Clank,0x0914824C,0x09148244,0x091481F4,WF-005,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
9,LEVEL_09,Inside Clank,0x09148268,0x09148260,0x091481F4,WF-005,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
9,LEVEL_09,Inside Clank,0x091482C0,0x091482B8,0x09148284,WF-018,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
9,LEVEL_09,Inside Clank,0x091482DC,0x091482D4,0x09148284,WF-018,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
9,LEVEL_09,Inside Clank,0x09148520,0x09148518,0x091484DC,WF-013,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
9,LEVEL_09,Inside Clank,0x09148544,0x0914853C,0x091484DC,WF-013,VANILLA,$ra = adresse du jal + 8 sur MIPS avec delay slot
