module,level,rva,file_offset,section,file_word,reference_base,reference_address_NOT_live,runtime_vanilla_word_at_reference_base,patched_encoded,patch_interpretation,flags,layer,mechanic,source,binary_check,continuous,runtime_activation,validation,evidence,nearest_callback_NOT_proven_owner,callback_distance_bytes
4,Metalis,0x00130898,0x0013090C,.text,0x3C04BF80,0x09139D00,0x0926A598,0x3C04BF80,0x3C04BF00,literal word,16,2,"Mine de Sniper / Sniper Mine â€” lui a0,-1.0 â†’ -0.5",experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,CrossbowShot,148
4,Metalis,0x001310B8,0x0013112C,.text,0x3C043F80,0x09139D00,0x0926ADB8,0x3C043F80,0x3C043F00,literal word,16,2,"Mine de Sniper / Sniper Mine â€” lui a0,1.0 â†’ 0.5",experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,CrossbowShot,2228
4,Metalis,0x0013112C,0x001311A0,.text,0x3C043F80,0x09139D00,0x0926AE2C,0x3C043F80,0x3C043F00,literal word,16,2,"Mine de Sniper / Sniper Mine â€” lui a0,1.0 â†’ 0.5",experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,CrossbowShot,2344
4,Metalis,0x00131C20,0x00131C94,.text,0x3C04BF80,0x09139D00,0x0926B920,0x3C04BF80,0x3C04BF00,literal word,16,2,"Mine de Sniper / Sniper Mine â€” lui a0,-1.0 â†’ -0.5",experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,CrystalGroundShard,160
4,Metalis,0x001340A4,0x00134118,.text,0x3C05BF80,0x09139D00,0x0926DDA4,0x3C05BF80,0x3C05BF00,literal word,16,2,Nanotech fade timer -1 -> -0.5,metalis-experiments.json,PASS,False,configuration-dependent,experimental_gameplay_qualitative,pickup-collection-1789593231151.json,DerbyPowerupHealth,308
4,Metalis,0x001352FC,0x00135370,.text,0x3C04BF80,0x09139D00,0x0926EFFC,0x3C04BF80,0x3C04BF00,literal word,16,2,Nanotech attraction timer -1 -> -0.5,metalis-experiments.json,PASS,False,configuration-dependent,experimental_gameplay_qualitative,pickup-collection-1789593231151.json,DerbyPowerupHealth,5004
4,Metalis,0x0013579C,0x00135810,.text,0x3C04BF80,0x09139D00,0x0926F49C,0x3C04BF80,0x3C04BF00,literal word,16,2,TeleporterHealth countdown,metalis-experiments.json,PASS,False,configuration-dependent,experimental_gameplay_qualitative,resume-crates-result-1789592738689.json,DerbyTeleporterHealth,344
4,Metalis,0x00135CF0,0x00135D64,.text,0x3C04BF80,0x09139D00,0x0926F9F0,0x3C04BF80,0x3C04BF00,literal word,16,2,TeleporterPowerup countdown,metalis-experiments.json,PASS,False,configuration-dependent,experimental_gameplay_qualitative,resume-crates-result-1789592738689.json,DerbyTeleporterPowerup,356
4,Metalis,0x0013F584,0x0013F5F8,.text,0x3C04BF80,0x09139D00,0x09279284,0x3C04BF80,0x3C04BF00,literal word,16,2,EnemyElectro countdown E8,metalis-experiments.json,PASS,False,configuration-dependent,experimental_partial,resume-crates-result-1789592738689.json,EnemyElectroTorso,252
4,Metalis,0x0013F688,0x0013F6FC,.text,0x3C04BF80,0x09139D00,0x09279388,0x3C04BF80,0x3C04BF00,literal word,16,2,EnemyElectro second float countdown,metalis-experiments.json,PASS,False,configuration-dependent,experimental_partial,resume-crates-result-1789592738689.json,EnemyElectroTorso,512
4,Metalis,0x00140940,0x001409B4,.text,0x3C04BF80,0x09139D00,0x0927A640,0x3C04BF80,0x3C04BF00,literal word,16,2,EnemyRam countdown,metalis-experiments.json,PASS,False,configuration-dependent,experimental_partial,resume-crates-result-1789592738689.json,EnemyRamTorso,200
4,Metalis,0x00140A8C,0x00140B00,.text,0x3C04BF80,0x09139D00,0x0927A78C,0x3C04BF80,0x3C04BF00,literal word,16,2,EnemyRam second countdown,metalis-experiments.json,PASS,False,configuration-dependent,experimental_partial,resume-crates-result-1789592738689.json,EnemyRamTorso,532
4,Metalis,0x001451C4,0x00145238,.text,0x3C043F80,0x09139D00,0x0927EEC4,0x3C043F80,0x3C043F00,literal word,16,2,"IncinÃ©rator / Scorcher â€” lui a0,1.0 â†’ 0.5",experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,Flamethrower,112
4,Metalis,0x00145464,0x001454D8,.text,0x3C06BF80,0x09139D00,0x0927F164,0x3C06BF80,0x3C06BF00,literal word,16,2,"IncinÃ©rator / Scorcher â€” lui a2,-1.0 â†’ -0.5",experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,Flamethrower,784
4,Metalis,0x001455BC,0x00145630,.text,0x34040003,0x09139D00,0x0927F2BC,0x34040003,0x34040006,literal word,16,2,"IncinÃ©rator / Scorcher â€” ori a0,3 â†’ ori a0,6",experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,Flamethrower,1128
4,Metalis,0x00150944,0x001509B8,.text,0x46146301,0x09139D00,0x0928A644,0x46146301,0x00000004,jump to plugin-owned cave 4,20,2,"Pisteur Laser / Laser Tracer â€” sub.s f12,f12,f20 â†’ j cave",experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,LaserTracer,280
4,Metalis,0x00150948,0x001509BC,.text,0xE62C0008,0x09139D00,0x0928A648,0xE62C0008,0x00000000,literal word,16,2,"Pisteur Laser / Laser Tracer â€” swc1 f12,8(s1) â†’ nop",experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,LaserTracer,284
4,Metalis,0x00165A30,0x00165AA4,.text,0x3C04BF80,0x09139D00,0x0929F730,0x3C04BF80,0x3C04BF00,literal word,16,2,ObstacleSaw cycle timer,metalis-experiments.json,PASS,False,configuration-dependent,experimental_partial,resume-crates-result-1789592738689.json,ObstacleSaw,12
4,Metalis,0x0016686C,0x001668E0,.text,0x3C07BF80,0x09139D00,0x092A056C,0x3C07BF80,0x3C07BF00,literal word,16,2,ObstacleVent cycle timer,metalis-experiments.json,PASS,False,configuration-dependent,experimental_partial,resume-crates-result-1789592738689.json,ObstacleVent,1360
4,Metalis,0x00171614,0x00171688,.text,0x3C04BF80,0x09139D00,0x092AB314,0x3C04BF80,0x3C04BF00,literal word,16,2,"T.E.L.T. / R.Y.N.O. â€” lui a0,-1.0 â†’ -0.5",experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,Ryno,208
4,Metalis,0x00171FBC,0x00172030,.text,0x3C053F80,0x09139D00,0x092ABCBC,0x3C053F80,0x3C053F00,literal word,16,2,"T.E.L.T. / R.Y.N.O. â€” lui a1,1.0 â†’ 0.5",experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,RynoRocket,8
4,Metalis,0x001750E0,0x00175154,.text,0x3C04BF80,0x09139D00,0x092AEDE0,0x3C04BF80,0x3C04BF00,literal word,16,2,"BarriÃ¨re Statique / Static Barrier â€” lui a0,-1.0 â†’ -0.5",experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,ShieldCharger,228
4,Metalis,0x00175498,0x0017550C,.text,0x3C043D08,0x09139D00,0x092AF198,0x3C043D08,0x3C043C88,literal word,16,2,"BarriÃ¨re Statique / Static Barrier â€” lui a0,1/30 â†’ 1/60",experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,ShieldCharger,1180
4,Metalis,0x001754E0,0x00175554,.text,0x3C04BF80,0x09139D00,0x092AF1E0,0x3C04BF80,0x3C04BF00,literal word,16,2,"BarriÃ¨re Statique / Static Barrier â€” lui a0,-1.0 â†’ -0.5",experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,ShieldCharger,1252
4,Metalis,0x00177EF0,0x00177F64,.text,0x46148B01,0x09139D00,0x092B1BF0,0x46148B01,0x00000002,jump to plugin-owned cave 2,20,2,"Roquette Ã‰clair / Shock Rocket â€” sub.s f12,f17,f20 â†’ j cave A",experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,ShockRocket,280
4,Metalis,0x00177F1C,0x00177F90,.text,0x46146301,0x09139D00,0x092B1C1C,0x46146301,0x00000003,jump to plugin-owned cave 3,20,2,"Roquette Ã‰clair / Shock Rocket â€” sub.s f12,f12,f20 â†’ j cave B",experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,ShockRocket,324
4,Metalis,0x00177F20,0x00177F94,.text,0x4616603C,0x09139D00,0x092B1C20,0x4616603C,0x00000000,literal word,16,2,"Roquette Ã‰clair / Shock Rocket â€” c.lt.s f12,f22 â†’ nop",experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,ShockRocket,328
4,Metalis,0x0017F410,0x0017F484,.text,0xC62C0010,0x09139D00,0x092B9110,0xC62C0010,0x00000005,jump to plugin-owned cave 5,20,2,"Aspiro-Canon / Suck Cannon â€” lwc1 f12,0x10(s1) â†’ j cave",experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannon,780
4,Metalis,0x0017F414,0x0017F488,.text,0x46166301,0x09139D00,0x092B9114,0x46166301,0x00000000,literal word,16,2,"Aspiro-Canon / Suck Cannon â€” sub.s f12,f12,f22 â†’ nop",experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannon,784
4,Metalis,0x00188AB4,0x00188B28,.text,0x3C04BF80,0x09139D00,0x092C27B4,0x3C04BF80,0x3C04BF00,literal word,16,8,Timer fixe A,experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,Teleporter,1448
4,Metalis,0x00188C08,0x00188C7C,.text,0x3C04BF80,0x09139D00,0x092C2908,0x3C04BF80,0x3C04BF00,literal word,16,8,Timer fixe B,experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,Teleporter,1788
4,Metalis,0x0018A2D8,0x0018A34C,.text,0x3C044000,0x09139D00,0x092C3FD8,0x3C044000,0x3C043F80,literal word,16,1,"Titanium Bolt, facteur 2,0 â†’ 1,0",experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,TitaniumBolt,1984
4,Metalis,0x001A31E4,0x001A3258,.text,0x3C0441F0,0x09139D00,0x092DCEE4,0x3C0441F0,0x3C044270,literal word,16,2,Saw retraction animation divisor,metalis-experiments.json,PASS,False,configuration-dependent,experimental_partial,resume-crates-result-1789592738689.json,Wrench,45572
4,Metalis,0x001A329C,0x001A3310,.text,0x3C0441F0,0x09139D00,0x092DCF9C,0x3C0441F0,0x3C044270,literal word,16,2,Saw extension animation divisor,metalis-experiments.json,PASS,False,configuration-dependent,experimental_partial,resume-crates-result-1789592738689.json,Wrench,45756
4,Metalis,0x001ADDE0,0x001ADE54,.text,0xC6EC0008,0x09139D00,0x092E7AE0,0xC6EC0008,0x00000006,jump to plugin-owned cave 6,20,2,"Aspiro-Canon / Suck Cannon â€” lwc1 f12,8(s7) â†’ j cave",experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,468
4,Metalis,0x001ADDE4,0x001ADE58,.text,0xC7CD0010,0x09139D00,0x092E7AE4,0xC7CD0010,0x00000000,literal word,16,2,"Aspiro-Canon / Suck Cannon â€” lwc1 f13,0x10(fp) â†’ nop",experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,472
4,Metalis,0x002DFCF8,0x002DFD6C,.data,0x42700000,0x09139D00,0x094199F8,0x42700000,0x42F00000,literal word,0,2,Agents Ravageurs / Agents of Doom â€” float 60 â†’ 120,experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,1253612
4,Metalis,0x002DFCFC,0x002DFD70,.data,0x42700000,0x09139D00,0x094199FC,0x42700000,0x42F00000,literal word,0,2,Agents Ravageurs / Agents of Doom â€” float 60 â†’ 120,experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,1253616
4,Metalis,0x002E0418,0x002E048C,.data,0x40000000,0x09139D00,0x0941A118,0x40000000,0x3F800000,literal word,0,2,Agents Ravageurs / Agents of Doom â€” float 2.0 â†’ 1.0,experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,1255436
4,Metalis,0x002E0C40,0x002E0CB4,.data,0x3C360B62,0x09139D00,0x0941A940,0x3C360B62,0x3BB60B62,literal word,0,2,Gant Mine Abeille / Bee Mine Glove â€” float 1/90 â†’ 1/180,experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,1257524
4,Metalis,0x002E0C44,0x002E0CB8,.data,0x41880000,0x09139D00,0x0941A944,0x41880000,0x41080000,literal word,0,8,"Fondu visuel 17 vers 8,5",experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,1257528
4,Metalis,0x002E0C4C,0x002E0CC0,.data,0x3DD67751,0x09139D00,0x0941A94C,0x3DD67751,0x3D567751,literal word,0,2,Gant Mine Abeille / Bee Mine Glove â€” float 0.1047198 â†’ 0.0523599,experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,1257536
4,Metalis,0x002E0C50,0x002E0CC4,.data,0x3E567751,0x09139D00,0x0941A950,0x3E567751,0x3DD67751,literal word,0,2,Gant Mine Abeille / Bee Mine Glove â€” float 0.2094395 â†’ 0.1047198,experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,1257540
4,Metalis,0x002E0C58,0x002E0CCC,.data,0x3DCCCCCD,0x09139D00,0x0941A958,0x3DCCCCCD,0x3D4CCCCD,literal word,0,2,Gant Mine Abeille / Bee Mine Glove â€” float 0.1 â†’ 0.05,experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,1257548
4,Metalis,0x002E0C5C,0x002E0CD0,.data,0x3E800000,0x09139D00,0x0941A95C,0x3E800000,0x3E000000,literal word,0,2,Gant Mine Abeille / Bee Mine Glove â€” float 0.25 â†’ 0.125,experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,1257552
4,Metalis,0x002E1754,0x002E17C8,.data,0x00000000,0x09139D00,0x0941B454,0x3C23D657,0x3BA3D6DE,literal word,1,4,"Boulon posÃ© : rotation sin 0,01",experience_v021_manifest.json,PASS,True,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,1260360
4,Metalis,0x002E1758,0x002E17CC,.data,0x00000000,0x09139D00,0x0941B458,0x3F7FFCB9,0x3F7FFF2E,literal word,1,4,"Boulon posÃ© : rotation cos 0,01",experience_v021_manifest.json,PASS,True,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,1260364
4,Metalis,0x002E1760,0x002E17D4,.data,0x00000000,0x09139D00,0x0941B460,0x3CF5B920,0x3C75C033,literal word,1,4,"Boulon posÃ© : rotation sin 0,03",experience_v021_manifest.json,PASS,True,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,1260372
4,Metalis,0x002E1764,0x002E17D8,.data,0x00000000,0x09139D00,0x0941B464,0x3F7FE283,0x3F7FF8A1,literal word,1,4,"Boulon posÃ© : rotation cos 0,03",experience_v021_manifest.json,PASS,True,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,1260376
4,Metalis,0x002E176C,0x002E17E0,.data,0x41700000,0x09139D00,0x0941B46C,0x41700000,0x41F00000,literal word,0,4,DÃ©nominateur Ã©tat 1 : 15 vers 30,experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,1260384
4,Metalis,0x002E1900,0x002E1974,.data,0x3D75C291,0x09139D00,0x0941B600,0x3D75C291,0x3CF5C28F,literal word,0,4,Attraction : incrÃ©ment linÃ©aire,experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,1260788
4,Metalis,0x002E1908,0x002E197C,.data,0x3DF5C28F,0x09139D00,0x0941B608,0x3DF5C28F,0x3D7D9C85,literal word,0,4,Attraction : lissage exponentiel,experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,1260796
4,Metalis,0x002E1910,0x002E1984,.data,0x00000000,0x09139D00,0x0941B610,0x3C888889,0x3C088889,literal word,1,4,Attraction : phase,experience_v021_manifest.json,PASS,True,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,1260804
4,Metalis,0x002E1918,0x002E198C,.data,0x00000000,0x09139D00,0x0941B618,0x3DCC7578,0x3D4CB6F5,literal word,1,4,Attraction : rotation sin,experience_v021_manifest.json,PASS,True,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,1260812
4,Metalis,0x002E191C,0x002E1990,.data,0x00000000,0x09139D00,0x0941B61C,0x3F7EB898,0x3F7FAE19,literal word,1,4,Attraction : rotation cos,experience_v021_manifest.json,PASS,True,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,1260816
4,Metalis,0x002E2468,0x002E24DC,.data,0x000F0033,0x09139D00,0x0941C168,0x000F0033,0x001E0066,literal word,0,2,ClankSaw active/recharge integer durations,metalis-experiments.json,PASS,False,configuration-dependent,experimental_partial,resume-crates-result-1789592738689.json,SuckCannonComet,1263708
4,Metalis,0x002E3544,0x002E35B8,.data,0x3DCCCCCE,0x09139D00,0x0941D244,0x3DCCCCCE,0x3D4CCCCE,literal word,0,2,pickup initial speed,metalis-experiments.json,PASS,False,configuration-dependent,experimental_gameplay_qualitative,pickup-collection-1789593231151.json,SuckCannonComet,1268024
4,Metalis,0x002E3554,0x002E35C8,.data,0x3D75C290,0x09139D00,0x0941D254,0x3D75C290,0x3C75C290,literal word,0,2,pickup acceleration,metalis-experiments.json,PASS,False,configuration-dependent,experimental_gameplay_qualitative,pickup-collection-1789593231151.json,SuckCannonComet,1268040
4,Metalis,0x002E3558,0x002E35CC,.data,0x3EAAAAAB,0x09139D00,0x0941D258,0x3EAAAAAB,0x3E2AAAAB,literal word,0,2,pickup max speed,metalis-experiments.json,PASS,False,configuration-dependent,experimental_gameplay_qualitative,pickup-collection-1789593231151.json,SuckCannonComet,1268044
4,Metalis,0x002E355C,0x002E35D0,.data,0x3DA3D70A,0x09139D00,0x0941D25C,0x3DA3D70A,0x3D27413B,literal word,0,2,pickup steering below cap,metalis-experiments.json,PASS,False,configuration-dependent,experimental_gameplay_qualitative,pickup-collection-1789593231151.json,SuckCannonComet,1268048
4,Metalis,0x002E3560,0x002E35D4,.data,0x3E4CCCCD,0x09139D00,0x0941D260,0x3E4CCCCD,0x3DD8368F,literal word,0,2,pickup steering at cap,metalis-experiments.json,PASS,False,configuration-dependent,experimental_gameplay_qualitative,pickup-collection-1789593231151.json,SuckCannonComet,1268052
4,Metalis,0x002E46E8,0x002E475C,.data,0x3F2AAAAB,0x09139D00,0x0941E3E8,0x3F2AAAAB,0x3EAAAAAB,literal word,0,8,Cadence dâ€™Ã©mission 2/3 vers 1/3,experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,1272540
4,Metalis,0x002E5A5C,0x002E5AD0,.data,0x41700000,0x09139D00,0x0941F75C,0x41700000,0x41F00000,literal word,0,2,Pisteur Laser / Laser Tracer â€” float 15 â†’ 30,experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,1277520
4,Metalis,0x002E5A60,0x002E5AD4,.data,0x40C00000,0x09139D00,0x0941F760,0x40C00000,0x41400000,literal word,0,2,Pisteur Laser / Laser Tracer â€” float 6 â†’ 12,experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,1277524
4,Metalis,0x002E7DE0,0x002E7E54,.data,0x3BF2B9D6,0x09139D00,0x09421AE0,0x3BF2B9D6,0x3B72B9D6,literal word,0,2,Bovinator / Mootator â€” float â‰ˆ1/135 â†’ â‰ˆ1/270,experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,1286612
4,Metalis,0x002E7DE4,0x002E7E58,.data,0x3C360B61,0x09139D00,0x09421AE4,0x3C360B61,0x3BB60B61,literal word,0,2,Bovinator / Mootator â€” float â‰ˆ1/90 â†’ â‰ˆ1/180,experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,1286616
4,Metalis,0x002E7DE8,0x002E7E5C,.data,0x3C888889,0x09139D00,0x09421AE8,0x3C888889,0x3C088889,literal word,0,2,Bovinator / Mootator â€” float â‰ˆ1/60 â†’ â‰ˆ1/120,experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,1286620
4,Metalis,0x002E7DEC,0x002E7E60,.data,0x3D088889,0x09139D00,0x09421AEC,0x3D088889,0x3C888889,literal word,0,2,Bovinator / Mootator â€” float â‰ˆ1/30 â†’ â‰ˆ1/60,experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,1286624
4,Metalis,0x002E7DF0,0x002E7E64,.data,0x3D088889,0x09139D00,0x09421AF0,0x3D088889,0x3C888889,literal word,0,2,Bovinator / Mootator â€” float â‰ˆ1/30 â†’ â‰ˆ1/60,experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,1286628
4,Metalis,0x002E7DF4,0x002E7E68,.data,0x3D088889,0x09139D00,0x09421AF4,0x3D088889,0x3C888889,literal word,0,2,Bovinator / Mootator â€” float â‰ˆ1/30 â†’ â‰ˆ1/60,experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,1286632
4,Metalis,0x002E7DF8,0x002E7E6C,.data,0x3D088889,0x09139D00,0x09421AF8,0x3D088889,0x3C888889,literal word,0,2,Bovinator / Mootator â€” float â‰ˆ1/30 â†’ â‰ˆ1/60,experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,1286636
4,Metalis,0x002E7DFC,0x002E7E70,.data,0x3D088889,0x09139D00,0x09421AFC,0x3D088889,0x3C888889,literal word,0,2,Bovinator / Mootator â€” float â‰ˆ1/30 â†’ â‰ˆ1/60,experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,1286640
4,Metalis,0x002E848C,0x002E8500,.data,0x3E567751,0x09139D00,0x0942218C,0x3E567751,0x3DD67751,literal word,0,2,SpinningFloor angular increment,metalis-experiments.json,PASS,False,configuration-dependent,experimental_partial,resume-crates-result-1789592738689.json,SuckCannonComet,1288320
4,Metalis,0x002E8558,0x002E85CC,.data,0x3D888889,0x09139D00,0x09422258,0x3D888889,0x3D088889,literal word,0,2,Vent fade-in increment,metalis-experiments.json,PASS,False,configuration-dependent,experimental_partial,resume-crates-result-1789592738689.json,SuckCannonComet,1288524
4,Metalis,0x002E855C,0x002E85D0,.data,0x3D888889,0x09139D00,0x0942225C,0x3D888889,0x3D088889,literal word,0,2,Vent fade-out increment,metalis-experiments.json,PASS,False,configuration-dependent,experimental_partial,resume-crates-result-1789592738689.json,SuckCannonComet,1288528
4,Metalis,0x002E9688,0x002E96FC,.data,0x3EC19D7F,0x09139D00,0x09423388,0x3EC19D7F,0x3E419D7F,literal word,0,2,T.E.L.T. / R.Y.N.O. â€” float 0.3781547 â†’ 0.1890774,experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,1292924
4,Metalis,0x002E968C,0x002E9700,.data,0x3EC19D7F,0x09139D00,0x0942338C,0x3EC19D7F,0x3E419D7F,literal word,0,2,T.E.L.T. / R.Y.N.O. â€” float 0.3781547 â†’ 0.1890774,experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,1292928
4,Metalis,0x002E9690,0x002E9704,.data,0x3F20D97C,0x09139D00,0x09423390,0x3F20D97C,0x3EA0D97C,literal word,0,2,T.E.L.T. / R.Y.N.O. â€” float 0.6283185 â†’ 0.3141593,experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,1292932
4,Metalis,0x002E9694,0x002E9708,.data,0x3F20D97C,0x09139D00,0x09423394,0x3F20D97C,0x3EA0D97C,literal word,0,2,T.E.L.T. / R.Y.N.O. â€” float 0.6283185 â†’ 0.3141593,experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,1292936
4,Metalis,0x002E96A0,0x002E9714,.data,0x3F19999A,0x09139D00,0x094233A0,0x3F19999A,0x3E99999A,literal word,0,2,T.E.L.T. / R.Y.N.O. â€” float 0.6 â†’ 0.3,experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,1292948
4,Metalis,0x002E993C,0x002E99B0,.data,0x42F00000,0x09139D00,0x0942363C,0x42F00000,0x43700000,literal word,0,2,BarriÃ¨re Statique / Static Barrier â€” float 120 â†’ 240,experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,1293616
4,Metalis,0x002E9B44,0x002E9BB8,.data,0x40400000,0x09139D00,0x09423844,0x40400000,0x3FC00000,literal word,0,2,Roquette Ã‰clair / Shock Rocket â€” float 3.0 â†’ 1.5,experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,1294136
4,Metalis,0x002E9B48,0x002E9BBC,.data,0x40400000,0x09139D00,0x09423848,0x40400000,0x3FC00000,literal word,0,2,Roquette Ã‰clair / Shock Rocket â€” float 3.0 â†’ 1.5,experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,1294140
4,Metalis,0x002E9B4C,0x002E9BC0,.data,0x40400000,0x09139D00,0x0942384C,0x40400000,0x3FC00000,literal word,0,2,Roquette Ã‰clair / Shock Rocket â€” float 3.0 â†’ 1.5,experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,1294144
4,Metalis,0x002E9B50,0x002E9BC4,.data,0x40400000,0x09139D00,0x09423850,0x40400000,0x3FC00000,literal word,0,2,Roquette Ã‰clair / Shock Rocket â€” float 3.0 â†’ 1.5,experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,1294148
4,Metalis,0x002E9B54,0x002E9BC8,.data,0x40400000,0x09139D00,0x09423854,0x40400000,0x3FC00000,literal word,0,2,Roquette Ã‰clair / Shock Rocket â€” float 3.0 â†’ 1.5,experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,1294152
4,Metalis,0x002E9B58,0x002E9BCC,.data,0x40400000,0x09139D00,0x09423858,0x40400000,0x3FC00000,literal word,0,2,Roquette Ã‰clair / Shock Rocket â€” float 3.0 â†’ 1.5,experience_v021_manifest.json,PASS,False,configuration-dependent,historical; no new gameplay validation,provenance manifest,SuckCannonComet,1294156
